procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 205824 114684    712 2334100    4    0 18206    15 3414 2275 22  8 46 24  1 2026-08-13 17:35:36
 0  1 205824 132000    728 2325408    3    0 18767    28 3302 2272 21  9 45 24  1 2026-08-13 17:35:46
 1  0 205824 109448    736 2344304    6    0 20396    11 3575 2502 19 10 45 25  1 2026-08-13 17:35:56
 1  0 206080 143516    340 2315560    0   18 16538    40 2988 1881 21  8 46 24  1 2026-08-13 17:36:06
 1  0 206080 139300    372 2314424   20    3 16859    27 3309 2288 20  8 45 25  1 2026-08-13 17:36:16
 1  0 205824 140148    524 2313692    1    0 18586    37 3294 2247 20  8 46 26  1 2026-08-13 17:36:26
 1  0 206336 112684    520 2329896    1   53 18090    71 3549 2506 21  9 45 24  1 2026-08-13 17:36:36
 1  0 206336 111712    528 2341912    2    0 17014     8 3109 2118 22  8 46 24  1 2026-08-13 17:36:46
 0  1 206336 149872    536 2309708    7    0 18677    14 3425 2433 22  9 45 23  1 2026-08-13 17:36:56
 0  1 206080 163364    544 2297276    5    0 18819    12 3095 2181 21  8 46 24  1 2026-08-13 17:37:06
 2  0 204800 109916    576 2344052  132    0 13636    28 2718 1818 19  7 49 23  1 2026-08-13 17:37:16
 2  0 204800 131944    584 2321148    6    0 15942    12 3073 2088 19  8 47 25  1 2026-08-13 17:37:26
 2  1 205568 666832    180 1718816    0   80 11424   116 2438 1647 19 21 35 24  0 2026-08-13 17:37:36
 0  1 203776 521724    192 1930412  256    0 21416    14 2946 1842 13  9 46 31  0 2026-08-13 17:37:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 191488 378588    200 2027548 1292    0 10166    14 1425  623 29  4 58  8  0 2026-08-13 17:37:56
 1  0 191488 291900    208 2112512    8    0  7945    14 1065  402 29  3 61  6  1 2026-08-13 17:38:06
 1  0 191232 207464    364 2177276   20    0  6202    43 1185  533 30  4 60  6  0 2026-08-13 17:38:16
 0  1 191232 133628    400 2249904    0    0  6415  2560 1126  463 29  3 57 10  1 2026-08-13 17:38:26
 1  0 191232 143380    416 2263176    2    0  5391    18 1023  400 30  2 62  5  1 2026-08-13 17:38:36
 1  0 191488 128040    432 2270292    1   33  6700    58 1070  380 30  3 62  5  0 2026-08-13 17:38:46
 1  0 191488 156976    440 2242528    0    0  6403    11 1057  399 30  3 62  5  1 2026-08-13 17:38:56
 1  0 191488 113772    476 2281812   16    0  7552  2818 1157  469 30  3 58  9  0 2026-08-13 17:39:06
 0  1 191488 150632    548 2247056   10    0  5810    36 1198  598 30  3 61  6  1 2026-08-13 17:39:16
 1  0 190976 130476    564 2267356   22    0  5590    24 1061  434 29  3 60  7  2 2026-08-13 17:39:26
 1  0 190976 111216    584 2284672    0    0  6183  2314 1143  512 29  3 59  7  1 2026-08-13 17:39:36
 2  0 190976 140692    596 2252408    0    0  5643    12  990  396 30  3 62  5  0 2026-08-13 17:39:46
 1  0 190976 124432    612 2262108    0    0  4577    22  953  368 31  2 63  4  0 2026-08-13 17:39:56
 1  0 190976 124512    628 2265228    0    0  3973  2548  973  347 31  2 60  6  1 2026-08-13 17:40:06
 1  0 190976 128152    656 2262356    2    0  4409    25  978  370 31  2 62  4  0 2026-08-13 17:40:16
 1  0 190976 115964    672 2274084    0    0  5190    25 1000  375 31  2 62  4  1 2026-08-13 17:40:26
 1  1 190976 126468    680 2269736    2    0  3178   112  747  216 33  1 65  1  0 2026-08-13 17:40:36
 1  0 190976 185008    700 2188308    8    0  6567  2180  908  318 32  2 61  5  0 2026-08-13 17:40:46
 1  0 190976 173596    716 2211288    6    0  1381    18  843  323 32  2 63  3  0 2026-08-13 17:40:56
 1  0 190976 151572    724 2231888    3    0  1215     7  870  324 32  2 62  4  1 2026-08-13 17:41:06
 1  0 190976 134240    776 2246084    8    0   575    50  857  374 34  2 63  2  0 2026-08-13 17:41:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 190976 133988    792 2259424    1    0   487  3410  868  362 33  2 61  4  1 2026-08-13 17:41:26
 1  0 190976 161360    808 2243108    0    0  2526    30  879  337 32  2 63  3  0 2026-08-13 17:41:36
 1  0 190976 149220    816 2254808    1    0  5853     8 1007  386 31  2 62  5  0 2026-08-13 17:41:46
 1  0 190976 122544    832 2280524    1    0  6530  1721 1025  379 30  3 61  5  0 2026-08-13 17:41:56
 1  0 190976 147368    844 2258540    1    0  8193    10 1108  452 29  3 61  6  1 2026-08-13 17:42:06
 1  0 190976 105144    876 2285676    2    0  6673    29 1060  438 30  3 60  6  1 2026-08-13 17:42:16
 1  0 190976 160252    892 2238456    0    0  5537  2566  975  390 31  3 59  7  0 2026-08-13 17:42:26
 0  1 190976 105372    912 2295092    0    0  4822    15  983  379 31  2 62  4  0 2026-08-13 17:42:36
 1  0 190976 129740    920 2264228    0    0  5345     8  989  386 31  2 62  5  0 2026-08-13 17:42:46
 0  2 190976 114732    936 2282900    0    0  5706  1784 1064  433 30  2 60  8  0 2026-08-13 17:42:56
 1  0 190976 120464    948 2284776    1    0  4572   788 1096  487 31  3 60  6  0 2026-08-13 17:43:06
 1  0 190976 148240    972 2261764    1    0  6138    26 1058  418 30  2 62  5  0 2026-08-13 17:43:16
 1  0 190464 115564   1120 2288344  168    0  6404    40  928  406 33  2 59  5  1 2026-08-13 17:43:26
 0  1 190464 195688   1140 2181816    1    0  7176  2289  899  308 31  2 61  4  1 2026-08-13 17:43:36
 1  0 190464 183376   1148 2215072    0    0  2472    17 1070  523 30  2 61  5  0 2026-08-13 17:43:46
 1  0 190464 147340   1156 2252504    0    0  2896    16 1020  416 31  2 61  5  0 2026-08-13 17:43:56
 1  0 190464 112408   1172 2285712    3    0  2476    12 1091  463 30  3 60  6  1 2026-08-13 17:44:06
 1  0 190464 131076   1204 2278084    1    0  2812  2582 1274  684 29  3 58  9  0 2026-08-13 17:44:16
 1  0 190464 117584   1220 2293852    4    0  3164    33 1168  568 29  3 61  6  0 2026-08-13 17:44:26
 1  0 190464 126556   1236 2280208    0    0  6841    20 1067  411 30  3 60  6  1 2026-08-13 17:44:36
 0  1 190464 122996   1244 2276856    4    0  8895     7 1088  422 30  3 60  7  1 2026-08-13 17:44:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 190720 167896   1264 2244368    0   10 10605  2574 1064  406 29  4 58  8  1 2026-08-13 17:44:56
 1  0 190720 147080    644 2256688    0    4 11007    10 1019  379 30  3 61  5  1 2026-08-13 17:45:06
 1  0 190464 156200    424 2250772   17    0  9122    24 1078  407 29  3 61  7  1 2026-08-13 17:45:16
 1  0 190464 126456    440 2278820    0    1 10404  2559 1186  489 28  3 57 11  2 2026-08-13 17:45:26
 1  0 190208 139560    448 2272844   26    1  7400    12 1007  378 29  3 61  6  1 2026-08-13 17:45:36
 1  0 190208 113120    464 2302520    1    0  7883    14 1036  423 29  3 62  6  1 2026-08-13 17:45:46
 1  0 203776 151420    460 2269564    3 1348  8288  1354 1416  453 30  3 60  7  1 2026-08-13 17:45:56
 1  0 203776 129656    480 2300984    0    0  8530  2561 1066  410 30  3 60  7  0 2026-08-13 17:46:06
 1  0 203776 135260    520 2293072    1    0  9364    27 1126  432 29  2 61  7  0 2026-08-13 17:46:16
 1  0 203776 121468    528 2296220    0    0  9968    10 1023  372 30  2 61  6  1 2026-08-13 17:46:26
 1  0 203520 132400    548 2287240    2    0  4401  2287  763  224 33  2 62  2  0 2026-08-13 17:46:36
 1  0 203520 224380    568 2174424   16    0  1228    32  745  241 33  1 64  1  0 2026-08-13 17:46:46
 1  0 203520 214420    576 2184948    9    0  1062    10  732  221 33  1 64  1  1 2026-08-13 17:46:56
 1  0 203520 204796    584 2195484    8    0  1061    12  741  217 33  1 64  1  1 2026-08-13 17:47:06
 1  0 203520 189856    624 2206364   12    0  1094    44  799  289 33  1 64  1  1 2026-08-13 17:47:16
 1  0 203520 182044    640 2218404   10    0  1216    17  815  291 33  1 63  1  2 2026-08-13 17:47:26
 1  0 203520 170200    648 2229604    0    0  1117    16  744  218 34  1 63  1  1 2026-08-13 17:47:36
 2  0 203520 132884    652 1623952    0    0   460    14  876  301 35  5 57  1  1 2026-08-13 17:47:46
 1  0 203520 761932    660 1619676    0    0  1120    12  872  341 34  6 58  1  1 2026-08-13 17:47:56
 1  0 203520 753112    676 1627780    0    0   810    24  771  220 32  1 63  1  3 2026-08-13 17:48:06
 1  0 203520 747612    716 1635820    1    0   800  1604  772  249 33  1 60  3  2 2026-08-13 17:48:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 203520 737280    724 1645796    1    0  1002    12  731  217 33  1 64  1  1 2026-08-13 17:48:26
 1  0 203520 727200    732 1655424    0    0   960    17  726  220 33  1 65  1  1 2026-08-13 17:48:36
 1  0 203520 706536    740 1673848    0    0   736    29  696  188 33  1 64  1  1 2026-08-13 17:48:46
 2  0 203520 696204    756 1686632    0    0   814  1592  716  202 33  1 63  1  1 2026-08-13 17:48:56
 1  0 203520 685120    892 1696680    0    0  1015     6  759  236 34  1 64  1  1 2026-08-13 17:49:06
 1  0 203520 670252    948 1711240    4    0  1454    35  769  264 33  1 64  1  1 2026-08-13 17:49:16
 1  0 203520 662652    956 1726196    0    0  1493    20  758  248 33  1 65  0  1 2026-08-13 17:49:26
 1  0 203520 678556    972 1739032    0    0  1288    29  791  287 33  1 64  1  1 2026-08-13 17:49:36
 1  0 203520 662428    980 1761532    0    0  1202     5  702  194 33  1 65  0  0 2026-08-13 17:49:46
 1  0 203520 644284    988 1779956    0    0  1293     8  722  206 33  1 65  1  1 2026-08-13 17:49:56
 1  0 203520 631964    996 1792400    0    0  1244    10  754  210 32  1 63  0  3 2026-08-13 17:50:06
 1  0 203520 615080   1020 1808124    1    0  1574    23  738  213 33  1 64  1  1 2026-08-13 17:50:16
 1  0 203520 599708   1092 1823856    4    0  1585  1580  742  224 33  2 63  2  1 2026-08-13 17:50:26
 1  0 203520 583580   1100 1840888    0    0  1699     6  719  217 33  1 65  0  0 2026-08-13 17:50:36
 1  0 203520 546288   1108 1863412    0    0  1241    18  700  189 33  2 65  0  0 2026-08-13 17:50:46
 1  0 203520 527640   1124 1883772    0    0  1450  1597  726  218 33  2 63  2  0 2026-08-13 17:50:56
 1  0 203520 518064   1132 1897676    0    0  1385     6  743  216 33  1 65  1  0 2026-08-13 17:51:06
 1  0 203520 502188   1164 1912920    1    0  1528    25  799  304 33  1 65  0  0 2026-08-13 17:51:16
 1  0 203520 487572   1172 1928128    0    0  1524    10  725  215 33  1 65  1  1 2026-08-13 17:51:26
 1  0 203520 474224   1180 1942224    0    0  1407    12  739  228 33  1 64  0  0 2026-08-13 17:51:36
 1  0 203520 428856   1188 1968308    0    0   994    25  700  191 32  2 65  1  1 2026-08-13 17:51:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 203520 419532   1204 1980536    0    0  1223    16  730  214 33  1 64  1  1 2026-08-13 17:51:56
 1  0 203520 407940   1212 1992272    0    0  1175     9  752  210 32  1 64  0  2 2026-08-13 17:52:06
 1  0 203520 393072   1244 2007796    1    0  1560  1600  744  229 33  1 64  1  0 2026-08-13 17:52:16
 2  0 203264 373416   1256 2026040  127    0  1945    13  787  281 33  2 61  3  1 2026-08-13 17:52:26
 1  0 203264 357792   1264 2040384   37    0  1466    11  743  225 33  1 65  1  0 2026-08-13 17:52:36
 1  0 203264 332592   1272 2066240    0    0   989  1578  690  175 32  2 63  2  1 2026-08-13 17:52:46
 0  1 203264 317724   1288 2079820    0    0  1358    17  736  220 33  1 65  1  1 2026-08-13 17:52:56
 1  0 203264 305628   1296 2091296    0    0  1147     8  743  216 33  1 64  1  1 2026-08-13 17:53:06
 1  0 203264 295756   1320 2104212    2    0  1293    25  758  240 33  1 63  1  2 2026-08-13 17:53:16
 1  0 203008 280756   1328 2129624    7    0  2540    18  801  302 34  2 62  1  1 2026-08-13 17:53:26
 1  0 203008 259948   1336 2145780    0    0  1607    41  751  227 33  1 64  1  1 2026-08-13 17:53:36
 1  0 203008 236764   1352 2167716    0    0   594    18  687  177 33  1 65  0  1 2026-08-13 17:53:46
 1  0 203008 231124   1360 2179280    0    0  1156     8  732  218 33  1 64  1  1 2026-08-13 17:53:56
 1  0 202496 210712   1376 2194936   51    0  1618    28  763  226 34  1 63  1  1 2026-08-13 17:54:06
 1  0 202496 196600   1408 2206948    1    0  1195  1591  787  273 33  1 62  3  1 2026-08-13 17:54:16
 1  0 202496 180472   1416 2219976    1    0  1303     7  774  269 33  1 65  0  1 2026-08-13 17:54:26
 1  0 202496 173164   1424 2234872    2    0  1494    23  741  230 33  1 65  1  0 2026-08-13 17:54:36
 1  0 202496 146200   1440 2259184    0    0   833    13  695  185 32  1 65  1  0 2026-08-13 17:54:46
 1  0 202496 130324   1448 2274584    0    0  1544     5  733  210 33  1 65  1  1 2026-08-13 17:54:56
 1  0 202496 120496   1456 2287464    0    0  1282     8  745  214 33  1 65  0  1 2026-08-13 17:55:06
 1  0 202496 159644   1488 2247532    1    0  1438  1584  752  228 33  1 63  2  1 2026-08-13 17:55:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 202496 143012   1500 2258228    0    0  1072    10  773  221 32  1 62  1  4 2026-08-13 17:55:26
 1  0 202496 137248   1508 2267056    0    0   890     8  766  220 32  1 63  1  4 2026-08-13 17:55:36
 1  0 202496 120868   1516 2282688    1    0   958    11  737  204 33  1 63  0  3 2026-08-13 17:55:46
 1  0 202496 146580   1416 2252216    1    0  1516    15  751  229 34  3 62  1  1 2026-08-13 17:55:56
 1  0 202496 139928   1424 2265620    0    0  1335    10  744  221 34  1 63  0  1 2026-08-13 17:56:06
 1  0 202496 121712   1456 2283276    1    0  1763    26  741  230 33  1 65  1  0 2026-08-13 17:56:16
 1  0 202496 109560   1480 2295148    0    0  1190  1602  745  230 33  1 63  2  1 2026-08-13 17:56:26
 1  0 202496 150652   1488 2255492    0    0  1489     7  725  204 34  1 64  0  1 2026-08-13 17:56:36
 1  0 202496 118648   1496 2283460    0    0  1242    10  706  191 33  1 65  1  0 2026-08-13 17:56:46
 1  0 202496 110080   1504 2295648    0    0  1213  1570  730  213 34  1 63  2  1 2026-08-13 17:56:56
 1  0 202496 154876   1524 2255552    0    0  1442    16  738  211 33  1 64  0  1 2026-08-13 17:57:06
 2  0 202496 143284   1548 2267420    2    0  1192    21  754  231 34  1 63  0  2 2026-08-13 17:57:16
 1  0 202496 127408   1556 2282336    0    0  1487    11  734  217 33  1 64  1  1 2026-08-13 17:57:26
 1  0 202496 115564   1564 2295496    1    0  1315    13  733  218 34  1 64  1  1 2026-08-13 17:57:36
 1  0 202496 137556   1580 2266380    0    0   958    16  712  200 33  1 65  1  0 2026-08-13 17:57:46
 1  0 202496 725456   1588 1681528    0    0  1086     7 1021  450 38 11 51  0  1 2026-08-13 17:57:56
 1  0 202496 703688   1596 1698824    0    0  1724   835  741  213 33  1 64  2  1 2026-08-13 17:58:06
 1  0 202496 693860   1620 1715072    1    0  1622   766  739  226 33  1 64  1  0 2026-08-13 17:58:16
 1  0 202496 674960   1628 1734052    0    0  1902    11  718  213 33  1 65  0  0 2026-08-13 17:58:26
 1  0 202496 654548   1636 1755152    0    0  2111    12  726  210 33  1 65  0  0 2026-08-13 17:58:36
 1  0 202496 626208   1652 1779740    0    0   896    39  708  203 33  2 64  0  0 2026-08-13 17:58:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 202496 631156   1660 1798364    0    0  1872     8  724  209 34  1 64  0  0 2026-08-13 17:58:56
 1  0 202496 614020   1676 1816804    0    0  1838   426  748  223 33  2 65  1  0 2026-08-13 17:59:06
 1  0 202240 599404   1732 1831464    1    0  1459  1181  737  227 33  1 63  2  1 2026-08-13 17:59:16
 1  0 202240 583780   1740 1847272    0    0  1576     7  790  287 33  1 64  0  1 2026-08-13 17:59:26
 1  0 202240 564404   1748 1865048    0    0  1777    15  752  247 33  1 65  0  1 2026-08-13 17:59:36
 1  0 202240 536684   1764 1891652    0    0  1065    19  693  172 32  2 64  0  2 2026-08-13 17:59:46
 1  0 202240 520052   1772 1907872    0    0  1623     5  836  318 32  1 64  2  1 2026-08-13 17:59:56
 2  0 202240 505940   1788 1920324    0    0  1242    16  772  224 32  1 63  1  3 2026-08-13 18:00:06
 1  0 202240 493088   1812 1933880    1    0  1358  1584  783  228 32  1 61  2  3 2026-08-13 18:00:16
 1  0 202240 476960   1828 1950532    0    0  1662    13  740  228 33  1 64  0  1 2026-08-13 18:00:26
 1  0 202240 461840   1836 1966668    0    0  1614     5  732  215 33  1 64  1  1 2026-08-13 18:00:36
 2  0 202240 438404   1844 1991260    0    0   852    16  697  177 32  2 64  0  2 2026-08-13 18:00:46
 1  0 202240 426056   1860 2004768    0    0  1351    15  837  310 33  1 63  1  2 2026-08-13 18:00:56
 1  0 202240 405144   1868 2020292    0    0  1555     5  762  230 33  1 63  1  2 2026-08-13 18:01:06
 1  0 202240 390808   1908 2036436    2    0  1616  1623  743  231 34  2 61  3  1 2026-08-13 18:01:16
 1  0 202240 375688   1924 2053900    0    0  1748    26  743  232 33  1 64  1  1 2026-08-13 18:01:26
 1  0 202240 352756   1932 2071044    0    0  1716     6  718  208 33  1 65  0  1 2026-08-13 18:01:36
 1  0 202240 321008   1940 2097200    0    0  1004    10  681  174 33  1 65  0  1 2026-08-13 18:01:46
 1  0 202240 303116   1948 2113888    0    0  1655    11  731  217 33  1 64  0  1 2026-08-13 18:01:56
 1  0 202240 287996   1956 2129356    0    0  1544    11  742  213 33  1 64  0  2 2026-08-13 18:02:06
 1  0 202240 271868   1980 2147148    1    0  1783  1594  820  307 33  2 63  2  1 2026-08-13 18:02:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 202240 252212   1992 2164340    0    0  1718     9  737  221 33  1 64  0  1 2026-08-13 18:02:26
 1  0 202240 233312   2000 2180408    0    0  1601    19  732  214 33  1 64  1  1 2026-08-13 18:02:36
 1  0 202240 195804   2008 2208184    0    0  1294  1360  728  200 32  2 63  2  0 2026-08-13 18:02:46
 1  0 202240 184968   2020 2226348    0    0  1700    13  709  197 34  1 65  0  0 2026-08-13 18:02:56
 1  0 202240 161784   2028 2244996    0    0  1869    11  725  201 33  1 65  0  1 2026-08-13 18:03:06
 1  0 202240 152184   2052 2262208    1    0  1725    34  729  216 33  1 64  0  1 2026-08-13 18:03:16
 1  0 202240 132024   2060 2281368    0    0  1907   222  735  220 33  1 64  1  1 2026-08-13 18:03:26
