procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  1 212480 112496    404 2339376    6    0 15524    50 2822 2046 20  9 49 22  0 2026-08-13 16:56:16
 0  1 212480 115768    420 2333352    5    0 15963    16 2669 1713 19  7 50 24  0 2026-08-13 16:56:26
 0  1 212480 104648    424 2343308    0    0 17930     8 2853 1854 18  7 49 25  0 2026-08-13 16:56:36
 1  1 212480 113660    432 2334448    2    0 18970    13 2954 2073 19  8 48 25  0 2026-08-13 16:56:46
 0  0 214016 699216    256 1731076    9  199 13507   212 2248 1544 19 17 40 24  0 2026-08-13 16:56:56
 1  0 214016 506472    272 1940160    5    0 20914    33 2779 1799 14  9 49 28  1 2026-08-13 16:57:06
 0  1 214016 305380    288 2140492    2    0 20030    22 2910 1825 14  9 48 29  1 2026-08-13 16:57:16
 1  0 213504 132988    304 2316436    9    0 17612    30 3252 2285 19  9 46 26  1 2026-08-13 16:57:26
 0  1 215296 140980    272 2308168   23  215 19709   233 3199 2084 20  8 47 25  0 2026-08-13 16:57:36
 0  1 215040 147484    280 2302472   20    0 14394    19 2595 1820 20  8 50 21  0 2026-08-13 16:57:46
 0  0 215040 120884    288 2330884   20    0 13656    13 2572 1766 21  7 51 21  0 2026-08-13 16:57:56
 0  1 214784 107172    304 2337252    6    0 15980    31 2609 1785 20  7 51 22  0 2026-08-13 16:58:06
 0  1 214528 107280    320 2334008   22    0 13543    23 2656 1880 20  8 51 20  0 2026-08-13 16:58:16
 1  0 214528 118160    332 2318348    4    0 16038    24 2944 2044 19  8 49 24  0 2026-08-13 16:58:26
 0  1 214272 134956    340 2319548    8    0 15735    18 2909 2020 19  8 49 23  0 2026-08-13 16:58:36
 1  0 214272 128212    352 2326276   11    0 14694    14 3016 2112 19  9 49 23  0 2026-08-13 16:58:46
 1  0 214272 122720    368 2333964    3    0 16784    19 2668 1773 19  7 50 24  0 2026-08-13 16:58:56
 2  0 214528 109776    324 2333184   45   38 14182    41 2698 1816 19  7 48 24  1 2026-08-13 16:59:06
 1  0 214272 145728    400 2311696    8    4 15662    69 3257 2259 19  8 45 27  1 2026-08-13 16:59:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 214272 137088    416 2320380    4    0 13800    14 2681 1728 18  6 47 27  2 2026-08-13 16:59:26
 0  1 214016 127264    432 2332324    5    0 15695    15 3041 2045 20  7 46 26  1 2026-08-13 16:59:36
 1  0 214016 109880    428 2345856   13    0 17996    33 3289 2211 20  8 46 25  1 2026-08-13 16:59:46
 1  0 214016 143636    444 2315784    4    0 13025    14 2608 1770 21  7 51 21  0 2026-08-13 16:59:56
 2  0 213760 151588    452 2301904    5    0 14969    10 2629 1707 19  7 48 25  1 2026-08-13 17:00:06
 0  1 213760 154924    484 2307204    2    0 14815    28 2911 2079 19  8 48 24  1 2026-08-13 17:00:16
 2  0 210432 122980    500 2313404    2    0 14339    21 2771 1884 20  8 50 22  0 2026-08-13 17:00:26
 0  1 210432 127868    516 2322376    5    0 18866    26 3517 2438 20  9 46 25  1 2026-08-13 17:00:36
 0  1 210432 121324    524 2336944    4    0 15597    10 2988 2079 20  9 49 22  0 2026-08-13 17:00:46
 1  0 210176 135496    244 2323512   18    0 16617    11 2639 1720 19  9 48 24  0 2026-08-13 17:00:56
 0  1 210688 132260    248 2327164   10   29 16117    41 2717 1811 19  7 49 24  0 2026-08-13 17:01:06
 0  1 210688 142060    284 2307536   21    1 14913    33 2618 1740 19  6 49 25  0 2026-08-13 17:01:16
 1  0 210432 124332    300 2333960   14    0 14903    16 2565 1595 18  6 48 28  1 2026-08-13 17:01:26
 1  0 210944 161280    308 2290728    1   69 16331    85 3114 2077 21  8 46 25  1 2026-08-13 17:01:36
 2  0 210944 108864    324 2342180    8    0 15572    44 2789 1802 17  7 46 28  1 2026-08-13 17:01:46
 2  0 210944 147704    332 2314856    5    0 13018    10 2654 1705 20  7 47 24  1 2026-08-13 17:01:56
 1  0 210688 110860    340 2331016    5    0 12616    12 2516 1673 19  7 49 24  2 2026-08-13 17:02:06
 1  0 210688 163860    364 2288992    2    0 15220    27 2488 1565 18  6 50 25  1 2026-08-13 17:02:16
 0  1 210688 118552    380 2338232    7    0 13925    21 2563 1753 20  7 49 23  1 2026-08-13 17:02:26
 1  0 209920 132384    500 2317624  240    0 19286    13 2921 2068 19  8 47 26  0 2026-08-13 17:02:36
 0  1 209920 112252    504 2331276    3    0 17012    16 2874 2038 19  8 49 23  0 2026-08-13 17:02:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  1 209920 123132    520 2326620    4    0 17075    18 2668 1755 20  7 50 23  0 2026-08-13 17:02:56
 2  0 209920 141392    300 2305856    0   18 15846    67 2884 2008 20  8 49 24  0 2026-08-13 17:03:06
 1  0 209664 113652    332 2332140    6    4 15306    36 2844 1983 20  8 50 23  0 2026-08-13 17:03:16
 0  1 209664 109520    348 2337712   12    0 16362    26 2834 1933 19  7 49 25  1 2026-08-13 17:03:26
 1  0 210432 131856    356 2318156    2   74 14356    84 3004 2137 20  9 49 21  0 2026-08-13 17:03:36
 1  0 210432 121132    372 2332588    4    0 15426    28 2802 1882 20  7 50 23  0 2026-08-13 17:03:46
 1  0 210432 135912    388 2308640    4    0 13430    23 2456 1579 21  7 51 21  0 2026-08-13 17:03:56
 1  0 210176 162200    432 2291424   13    0 14848     9 2582 1712 20  7 50 22  0 2026-08-13 17:04:06
 0  1 209920 128696    468 2312212    3    0 16458    39 2731 1815 20  7 50 23  0 2026-08-13 17:04:16
 0  1 209920 116928    484 2332204    7    0 14748    12 2602 1794 20  8 50 21  0 2026-08-13 17:04:26
 0  1 209920 120168    496 2323908    6    0 17814    22 2923 2117 19  8 49 24  0 2026-08-13 17:04:36
 1  0 209920 138784    504 2307640    2    0 15802    10 2678 1785 20  7 50 23  0 2026-08-13 17:04:46
 0  1 207616 112592    256 2334836  236    0 17129    16 2804 1864 19  8 49 24  0 2026-08-13 17:04:56
 0  1 207616 116208    252 2335164    2    6 15390    12 2600 1782 19  7 50 24  1 2026-08-13 17:05:06
 1  0 207616 133672    412 2323000    2    0 15668    32 2665 1838 20  7 50 24  0 2026-08-13 17:05:16
 0  1 207616 129208    428 2327028    1    0 16659    16 2929 1999 19  7 49 24  0 2026-08-13 17:05:26
 1  0 208384 149332    436 2302972    1   64 14779    73 2650 1785 21  7 50 22  0 2026-08-13 17:05:36
 2  1 201984 139036    444 2314764    6    0 17027    44 2881 1949 19  8 49 24  0 2026-08-13 17:05:46
 1  1 201984 139464    460 2308816    8    0 15207    10 2706 1899 21 11 48 20  0 2026-08-13 17:05:56
 0  1 201984 126336    476 2318824    3    0 15996    16 2957 2103 20  9 48 23  0 2026-08-13 17:06:06
 1  1 201984 119444    520 2324940    2    0 18049    48 2873 1943 19  7 49 25  0 2026-08-13 17:06:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  1 201984 126424    540 2315472    6    0 16414    15 2751 1788 19  7 50 23  0 2026-08-13 17:06:26
 0  1 201728 141448    548 2305436    4    0 18709    13 3037 2124 20  9 48 23  0 2026-08-13 17:06:36
 0  1 201728 127440    556 2323620    2    0 17768    34 2800 1869 19  8 49 24  0 2026-08-13 17:06:46
 2  0 193024 116064    372 2318580   14   18 15945    34 2763 1835 19  7 49 24  0 2026-08-13 17:06:56
 1  1 194560 663492    348 1687756    3  157  9819   169 2071 1312 16 18 36 28  1 2026-08-13 17:07:06
 0  1 194304 598204    384 1830656   10    0 14288    48 2179 1338 10  9 45 34  2 2026-08-13 17:07:16
 1  0 194304 440452    392 2001756    6    0 17112    17 2385 1436 11  7 48 33  1 2026-08-13 17:07:26
 1  0 194304 240896    400 2195924    2    0 19418    13 2701 1590 13  7 48 32  1 2026-08-13 17:07:36
 2  0 194304 148724    416 2287604    1    0 14473    32 2350 1419 15  6 48 30  1 2026-08-13 17:07:46
 1  0 194304 137968    424 2288952    3    0 16155    14 3087 2088 19  8 46 26  1 2026-08-13 17:07:56
 0  1 194304 128196    440 2296572    4    0 15992    20 2827 1787 20  7 47 25  1 2026-08-13 17:08:06
 0  1 194304 117588    456 2313816    3    0 17842    28 3436 2449 22  8 45 24  1 2026-08-13 17:08:16
 1  0 194304 164124    472 2270948    4    0 17830    40 3029 1991 22  7 47 24  1 2026-08-13 17:08:26
 1  0 194048 157576    480 2281644    7    0 17530    11 3482 2463 23  8 45 22  1 2026-08-13 17:08:36
 1  0 194048 148552    488 2295880    4    0 16861    21 3430 2403 24  8 46 22  0 2026-08-13 17:08:46
 1  0 194048 139284    496 2301056    5    0 15801    17 3074 2063 22  7 46 24  1 2026-08-13 17:08:56
 1  0 193536 137112    544 2301064   25    0 17392     6 3115 2167 23  8 46 23  1 2026-08-13 17:09:06
 0  1 193536 131244    592 2311808    4    0 14046    33 2687 1905 20  7 50 22  0 2026-08-13 17:09:16
 0  1 193536 112060    608 2327184    4    0 12804    26 2581 1701 20  6 51 23  1 2026-08-13 17:09:26
 2  0 193536 119028    624 2326200    6    0 14522    22 3125 2339 20  8 47 24  1 2026-08-13 17:09:36
 0  1 193536 119320    632 2319328    2    0 12118    10 2834 2020 20  8 50 21  0 2026-08-13 17:09:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  1 193536 115848    312 2319500    0   18 14071    28 2666 1801 19  7 50 24  1 2026-08-13 17:09:56
 0  1 193536 130796    320 2312996    0    2 11822    19 2510 1724 19  6 49 25  1 2026-08-13 17:10:06
 1  0 193536 132624    360 2311216    3    1 13645    30 2617 1878 19  7 49 25  1 2026-08-13 17:10:16
 1  0 193792 140684    368 2307328    8   42 15327    58 2812 1966 18  7 48 26  1 2026-08-13 17:10:26
 0  1 193792 130684    376 2313776    3    0 11595    27 2473 1736 20  7 50 22  1 2026-08-13 17:10:36
 0  1 193536 129400    384 2308700    4    0 15825    11 3004 2004 20  7 47 25  1 2026-08-13 17:10:46
 1  0 193536 147648    400 2287832   10    0 13351    18 2674 1932 21  8 49 22  0 2026-08-13 17:10:56
 2  0 193536 150504    412 2291676    3    0 13895    29 2687 1882 21  7 51 21  0 2026-08-13 17:11:06
 1  0 193536 128916    436 2308340    3    0 17334    33 3000 2207 20  8 47 25  1 2026-08-13 17:11:16
 1  0 193280 109348    468 2334892    4    0 16412    26 3187 2050 19  8 46 27  1 2026-08-13 17:11:26
 1  0 193280 131832    472 2314484    0    0 16849    11 3442 2438 19  9 45 26  1 2026-08-13 17:11:36
 0  1 193280 116068    480 2334356    5    0 17747    11 2951 1939 19  8 46 26  1 2026-08-13 17:11:46
 1  0 193280 139568    264 2305052    1    6 17540    22 3478 2406 19  8 46 26  1 2026-08-13 17:11:56
 0  1 193280 119684    268 2329476    1    0 15565     8 2617 1753 20  6 47 26  1 2026-08-13 17:12:06
 0  1 193280 137616    292 2311496    4    0 13947    27 2845 1844 19  6 46 27  1 2026-08-13 17:12:16
 1  0 193280 107304    308 2338404    0    1 12565    24 2805 1975 17  8 46 27  2 2026-08-13 17:12:26
 0  1 193024 151156    412 2292848  221   42 18036    57 3544 2591 19 10 43 27  1 2026-08-13 17:12:36
 0  1 193024 154972    420 2287148    2    0 16807    31 3363 2263 22  9 46 23  1 2026-08-13 17:12:46
 1  0 192768 113316    436 2320292   17    0 18530    16 3261 2199 21  8 46 24  0 2026-08-13 17:12:56
 1  0 192768 105484    452 2337328    1    0 20308    20 3468 2299 20  8 46 26  1 2026-08-13 17:13:06
 1  0 192768 116396    468 2330432    2    0 17525    23 3359 2228 22  8 46 24  1 2026-08-13 17:13:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0 192768 133008    484 2308232    2    0 18237    52 3200 2214 20  9 45 25  1 2026-08-13 17:13:26
 2  0 192768 137768    320 2314556    2    0 18981    16 3449 2337 19  9 45 26  1 2026-08-13 17:13:36
 1  0 193280 146664    324 2305316    3   21 17722    39 3278 2328 20  8 46 25  1 2026-08-13 17:13:46
 1  0 193280 144924    332 2304064    0    0 16259    13 3111 2087 20  8 46 25  1 2026-08-13 17:13:56
 1  0 193024 132552    464 2314964    3    0 18366    10 3554 2481 20  9 45 26  1 2026-08-13 17:14:06
 0  1 196352 127676    508 2316412   13  343 18084   382 3317 2282 21  8 46 25  1 2026-08-13 17:14:16
 0  1 196096 112500    536 2338340   12    0 17972    14 3423 2297 21  8 45 25  1 2026-08-13 17:14:26
 0  1 196096 153956    544 2299180   23    0 17742     6 3203 2069 21  8 46 25  1 2026-08-13 17:14:36
 1  0 195840 111192    560 2338116   26    0 18625    20 3269 2148 21  8 46 24  1 2026-08-13 17:14:46
 1  0 195840 145188    568 2310952    4    0 18842    22 3427 2370 21  9 46 24  1 2026-08-13 17:14:56
 0  1 195584 119680    576 2329388    9    0 17420     9 3035 2086 20  8 46 25  1 2026-08-13 17:15:06
 0  1 195328 115776    600 2334528   10    0 19882    29 3568 2432 20  9 45 25  1 2026-08-13 17:15:16
 0  1 195328 115924    296 2338856   12    9 18275    25 3288 2168 21  8 46 25  1 2026-08-13 17:15:26
 5  1 195328 116480    304 2336524    8   19 15665    40 3102 2132 20  8 48 24  0 2026-08-13 17:15:36
 1  0 195328 137116    320 2318784    8    0 15398    32 2792 1820 19  7 49 25  1 2026-08-13 17:15:46
 1  0 194816 129596    336 2326400   14    0 14874    10 2707 1925 20 11 44 24  0 2026-08-13 17:15:56
 0  1 194816 148260    344 2308864    5    0 15192    10 2838 1959 19  8 49 23  1 2026-08-13 17:16:06
 1  0 194816 112000    380 2340912    4    0 13608    27 2629 1766 20  7 50 23  0 2026-08-13 17:16:16
 1  0 194816 115560    396 2333396   11    0 15695    22 2834 2019 19  8 49 23  0 2026-08-13 17:16:26
 1  1 194816 113508    404 2332988    4    0 15216    26 2658 1788 20  7 49 23  0 2026-08-13 17:16:36
 0  1 194560 117984    416 2322112    8    0 16508    17 2926 2035 19  8 49 24  1 2026-08-13 17:16:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  1 194304 124556    424 2317672    6    0 15712    10 2780 1800 19  7 49 24  0 2026-08-13 17:16:56
 0  1 194304 106280    444 2333296   15    0 14798    12 2607 1657 19  7 49 25  1 2026-08-13 17:17:06
 1  0 195072 694680    208 1727404    9   93 13227   120 2367 1528 16 14 40 28  2 2026-08-13 17:17:16
 1  0 195072 523068    224 1919164    6    0 19173    18 2673 1653 12  8 48 31  1 2026-08-13 17:17:26
 1  0 195072 328020    252 2112008    7    0 19291    41 2959 1921 14 10 48 28  1 2026-08-13 17:17:36
 0  1 194816 149604    260 2290888    5    0 17894     8 2982 1964 17  9 47 27  1 2026-08-13 17:17:46
 0  1 195328 112756    288 2330892    3   48 17969    70 3130 2082 18  8 46 27  1 2026-08-13 17:17:56
 0  1 195072 105068    296 2341972    6    0 16212    10 3294 2248 22  9 45 23  1 2026-08-13 17:18:06
 1  0 195072 143888    320 2310412    5    0 17654    50 3391 2218 21  8 46 24  1 2026-08-13 17:18:16
 0  1 195072 118884    336 2331020    4    0 17390    17 3235 2196 21  8 46 24  1 2026-08-13 17:18:26
 2  0 195072 114232    344 2327228    3    0 13904    10 2641 1814 21  7 49 22  0 2026-08-13 17:18:36
 1  0 193792 132916    360 2317292    3    0 17051    21 3120 2088 21  7 47 25  0 2026-08-13 17:18:46
 0  1 193792 124932    376 2328172    0    0 15210    19 2674 1789 18  7 49 25  1 2026-08-13 17:18:56
 0  1 193792 115088    424 2335920    8    0 13224    25 2568 1753 20  8 49 22  1 2026-08-13 17:19:06
 0  1 193536 122332    464 2337340    7    0 18729    27 2954 1992 18  7 48 26  0 2026-08-13 17:19:16
 0  1 193536 127328    244 2333068   13   27 15075    49 2578 1738 19  7 49 25  1 2026-08-13 17:19:26
 1  0 193536 117408    252 2334968    8    4 14125    30 2443 1639 20  6 49 24  1 2026-08-13 17:19:36
 0  1 193536 132152    268 2320024    0    0 15625    17 2877 1969 19  7 49 25  1 2026-08-13 17:19:46
 2  0 193536 127528    276 2320700    3    3 14017    11 2612 1783 20  7 50 23  0 2026-08-13 17:19:56
 1  0 194048 134868    420 2319808    6   44 14473    54 2525 1645 19  6 50 24  1 2026-08-13 17:20:06
 1  0 193792 161744    452 2292808    3    0 13293    25 2595 1745 21  7 51 21  0 2026-08-13 17:20:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  1 193792 152628    460 2295384    2    0 16665    16 2812 1959 19  7 49 24  0 2026-08-13 17:20:26
 1  0 193792 139744    472 2301952   10    0 15237    32 2661 1825 19  7 50 22  0 2026-08-13 17:20:36
 0  1 193792 119252    480 2323136    4    0 14866     9 2538 1794 20  7 51 22  0 2026-08-13 17:20:46
 0  1 193536 115988    496 2325372    8    0 17068    10 2784 1890 19 10 46 24  0 2026-08-13 17:20:56
 1  0 193536 110928    512 2330420    6    0 16868    38 2704 1731 19  7 49 24  1 2026-08-13 17:21:06
 1  0 193536 110516    536 2339788    2    0 17321    21 2818 1848 18  7 48 26  1 2026-08-13 17:21:16
 0  1 193536 137332    284 2309352    6    2 15644    18 2753 1903 18  7 49 25  1 2026-08-13 17:21:26
 0  1 193536 144300    292 2302536    0    9 16072    20 2946 1979 20  7 48 24  0 2026-08-13 17:21:36
 1  0 193536 124028    300 2324684    2    0 14168    11 2707 1868 18  7 49 25  1 2026-08-13 17:21:46
 1  0 193280 113104    308 2330628   10    0 14336    12 2490 1597 19  6 48 26  1 2026-08-13 17:21:56
 0  1 193792 113364    292 2327716    5   55 14956    72 2485 1508 17  6 47 28  2 2026-08-13 17:22:06
 0  1 193792 130236    324 2313636    2    0 14538    29 2692 1687 20  6 47 25  1 2026-08-13 17:22:16
 1  0 193280 158504    332 2279120  222    0 18622    15 3413 2410 20  9 44 27  1 2026-08-13 17:22:26
 1  0 193024 149924    340 2289916    2    0 15241    13 2782 1849 20  8 50 22  1 2026-08-13 17:22:36
 1  0 192768 141540    480 2293344  206    0 18361    13 2652 1759 19  7 47 26  1 2026-08-13 17:22:46
 1  0 192768 122932    504 2313232    3    0 17327    44 2912 1949 18  7 48 26  1 2026-08-13 17:22:56
 1  0 192768 116544    512 2325764    2    0 16344    18 2513 1589 18  7 49 26  1 2026-08-13 17:23:06
 0  1 192512 118708    540 2321980    4    0 17691    28 2765 1799 18  7 48 26  1 2026-08-13 17:23:16
 1  0 192512 124120    312 2316624    2    1 14129    21 2590 1701 20  7 50 23  1 2026-08-13 17:23:26
 0  1 192768 122280    332 2323204    6   18 17624    40 2701 1793 19  7 49 25  0 2026-08-13 17:23:36
 0  1 192768 114860    340 2322212    4    0 15955    14 2842 1962 19  7 49 25  0 2026-08-13 17:23:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  1 199424 190480    344 2250316    3  716 15208   731 2693 1711 19  7 48 24  0 2026-08-13 17:23:56
 1  0 198912 126308    384 2320256   99    0 17768    25 2936 1997 18  8 47 27  0 2026-08-13 17:24:06
 0  1 198912 133236    512 2310276   17    0 15176    32 2677 1754 20  7 50 23  0 2026-08-13 17:24:16
 1  0 198656 114788    528 2325844   16    0 16902    20 2706 1751 19  7 49 25  1 2026-08-13 17:24:26
 0  1 196608 141260    548 2298056  219    0 15667    14 2691 1854 19  8 50 23  0 2026-08-13 17:24:36
 1  0 196608 114000    556 2323108    8    0 18004    12 2853 1934 19  7 49 25  0 2026-08-13 17:24:46
 1  0 196352 122244    564 2315940    8    0 17655    16 2909 1982 18  8 48 25  1 2026-08-13 17:24:56
 0  1 196352 127624    572 2315020    8    0 17886     9 2598 1629 19  7 50 24  1 2026-08-13 17:25:06
 0  1 195840 107932    456 2338668   68    2 16718    27 2746 1796 18  7 49 25  1 2026-08-13 17:25:16
 0  1 195584 109200    320 2336796   12    0 15882    22 2961 2061 19  8 47 25  1 2026-08-13 17:25:26
 0  1 194048 144152    340 2304044  187   16 17476    35 2619 1760 18  6 49 26  1 2026-08-13 17:25:36
 0  1 194048 109228    348 2335240   10    0 16292     8 2904 1932 20  7 47 25  1 2026-08-13 17:25:46
 0  1 194048 125720    276 2301748    4    0 15943    34 2919 2043 19  8 49 23  0 2026-08-13 17:25:56
 1  0 194048 144032    284 2290328    2    0 14865    13 2543 1601 18  6 50 25  1 2026-08-13 17:26:06
 1  0 194048 152712    320 2281844    3    0 15605    44 2718 1811 19  7 50 23  0 2026-08-13 17:26:16
 1  0 194048 140968    336 2296496    0    0 16804    16 2736 1825 19  7 50 23  0 2026-08-13 17:26:26
 1  0 194048 141888    344 2293444    1    0 16761    15 2816 1967 19  8 50 23  0 2026-08-13 17:26:36
 1  0 194048 131404    352 2312312    4    0 17432    11 2791 1988 20  8 50 22  0 2026-08-13 17:26:46
 1  0 193792 122464    360 2318808    9    0 17282    11 3025 2036 20  8 49 23  0 2026-08-13 17:26:56
 0  1 193792 124344    368 2312472    3    0 20244    16 3490 2415 19  9 46 25  0 2026-08-13 17:27:06
 0  1 193792 133376    232 2316072    9   34 14102    60 2607 1714 19  7 49 24  1 2026-08-13 17:27:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  1 200448 649176    200 1697916    9  721 11289   736 2288 1527 18 19 34 28  1 2026-08-13 17:27:26
 0  1 200448 497772    212 1917592    2    0 21967    12 2988 1811 13  9 47 31  0 2026-08-13 17:27:36
 0  1 200192 297684    220 2137208   26    0 21980    19 2807 1751 15  7 48 30  1 2026-08-13 17:27:46
 0  1 200192 154540    496 2283704    8    0 19952    12 2952 1976 19  7 47 26  1 2026-08-13 17:27:56
 1  0 199936 116448    504 2317860   16    0 19450    28 3230 2170 21  8 46 24  1 2026-08-13 17:28:06
 1  0 199936 110948    528 2319996    2    0 15538    29 2953 1865 23  7 47 23  0 2026-08-13 17:28:16
 1  0 199936 143204    544 2293752    3    0 13550    24 2505 1649 19  6 49 25  1 2026-08-13 17:28:26
 3  0 199680 122840    560 2306736    8    0 12493    27 2579 1767 19  7 49 24  1 2026-08-13 17:28:36
 0  1 199680 143816    576 2288140    2    0 14723    19 3114 2203 20  8 46 25  1 2026-08-13 17:28:46
 1  0 199680 105076    584 2323532    2    0 14739    12 2945 1955 20  7 46 26  1 2026-08-13 17:28:56
 2  0 199424 151544    628 2298408    9    0 13386     6 2873 1981 21  8 48 22  1 2026-08-13 17:29:06
 1  1 199424 161372    684 2294768    8    0 13563    34 2550 1700 20  6 49 24  1 2026-08-13 17:29:16
 1  0 199424 141492    704 2315512    2    0 12110    14 2558 1788 18  7 49 25  1 2026-08-13 17:29:26
 0  1 199424 118020    716 2334684    1    0 11482    22 2377 1463 18  5 49 26  1 2026-08-13 17:29:36
 1  0 199424 129252    724 2319520    3    0 12256    12 2655 1750 19  6 47 27  2 2026-08-13 17:29:46
 1  0 199424 112460    732 2335964    1    0 13264     9 2953 1872 21  7 46 25  1 2026-08-13 17:29:56
 0  1 199424 134748    740 2316644    1    0 12076    10 2599 1636 18  6 46 27  2 2026-08-13 17:30:06
 1  0 199168 114752    772 2334024   11    0  9742    26 2266 1415 17  5 47 28  3 2026-08-13 17:30:16
 2  1 199168 129400    788 2315688    3    0 11160    22 2845 1934 18  7 45 27  2 2026-08-13 17:30:26
 0  1 199168 122872    360 2326480    1   24 13705    49 2785 1838 19  7 46 27  1 2026-08-13 17:30:36
 0  1 199168 122936    376 2321304    2    0 13404    11 3175 2221 21  7 46 25  1 2026-08-13 17:30:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  1 206848 202036    384 2253464   11  794 15409   812 3143 2093 20  9 44 27  1 2026-08-13 17:30:56
 1  0 206848 157508    392 2291232    1    0 14787    10 3071 2103 21  7 46 25  1 2026-08-13 17:31:06
 0  1 206848 128180    428 2329988    3    0 15038    45 3148 2243 20  7 46 25  1 2026-08-13 17:31:16
 1  0 206848 141504    444 2317396    8    0 14971    25 3147 2200 20  7 46 25  1 2026-08-13 17:31:26
 2  0 206848 141636    452 2316636    2    0 15511    11 3018 1947 22  7 46 24  1 2026-08-13 17:31:36
 1  0 206592 110352    460 2343752    2    0 12745    11 2950 2034 19  7 46 26  2 2026-08-13 17:31:46
 1  0 206592 146784    468 2312528    4    0 13598    12 2567 1682 20  6 47 26  1 2026-08-13 17:31:56
 0  1 206592 126376    472 2332872    1    0 14164    11 2973 2036 20  7 46 25  2 2026-08-13 17:32:06
 0  1 206592 114724    500 2331684    2    0 14402    30 2695 1819 17  7 47 28  2 2026-08-13 17:32:16
 0  1 206592 182276    516 2271960    4    1 15760    19 3063 2053 19  8 45 26  1 2026-08-13 17:32:26
 0  1 206592 145744    360 2315348    1   19 17722    27 3168 2204 19  8 46 26  1 2026-08-13 17:32:36
 0  2 206592 138204    372 2307804   27    0 16803    16 3029 2111 20  7 46 25  1 2026-08-13 17:32:46
 1  0 206080 126296    652 2333876  223    0 18600    44 3333 2300 22  8 44 26  1 2026-08-13 17:32:56
 0  1 207360 150452    632 2301236    8  132 18376   151 3271 2158 20  8 46 26  1 2026-08-13 17:33:06
 0  1 207360 152368    656 2306208    4    0 16699    29 3320 2189 22  8 46 24  1 2026-08-13 17:33:16
 0  1 207360 110636    672 2344568    5    0 14714    18 3210 2284 21  8 45 24  1 2026-08-13 17:33:26
 1  0 207104 111552    680 2340528    3    0 15052    16 3055 2044 19  7 46 26  1 2026-08-13 17:33:36
 0  1 207104 106096    696 2341768    0    0 14991    21 2944 2103 20  8 46 25  1 2026-08-13 17:33:46
 1  0 207104 108784    704 2346588    4    0 14641    10 2752 1704 17  7 47 28  1 2026-08-13 17:33:56
 1  0 206848 117808    748 2339576    2    0 16126    38 3292 2240 21  9 45 25  1 2026-08-13 17:34:06
 1  0 206848 110548    780 2341384    4    0 19122    26 3387 2313 20  9 45 25  0 2026-08-13 17:34:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 206848 115380    492 2344844    1    8 16868    30 3289 2218 21  8 46 25  1 2026-08-13 17:34:26
 0  1 206848 116888    500 2339392    0    0 18169     5 3475 2446 21  8 46 25  1 2026-08-13 17:34:36
 1  0 206848 116520    508 2338376    2    1 16996    10 3229 2309 20  8 46 25  1 2026-08-13 17:34:46
 1  0 206080 135476    512 2318528  142   94 16402   104 3239 2248 21  8 46 24  1 2026-08-13 17:34:56
 1  0 206080 129748    660 2326036   15    0 16925     9 3033 2045 22  7 46 24  1 2026-08-13 17:35:06
 0  1 206080 159072    684 2294872    4    0 18236    26 3387 2277 21  8 46 25  1 2026-08-13 17:35:16
 1  0 206080 117116    700 2339744    6    0 18924    16 3371 2378 20  9 46 25  1 2026-08-13 17:35:26
