procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0 420608 2141872  35976 1444032    1    2   208   249   33   19  2  1 97  0  0 2026-08-16 14:09:35
 1  0 420608 1925668  36412 1672876   36    0 22956    53 1728  587 43  8 48  2  0 2026-08-16 14:09:45
 1  0 420608 1534952  36420 1870848    0    0 19796     3 1762  548 44  9 46  2  0 2026-08-16 14:09:55
 1  0 420608 107164  33304 1348332    0    3  8282   129 2384  819 46 31 22  1  0 2026-08-16 14:10:05
 1  0 420608 2088736  32280 1551396    0    0 23289     3 2002  966 43  8 48  2  0 2026-08-16 14:10:15
 1  0 420608 1872016  32288 1771788    0    0 22036     2 1726  531 43  6 49  2  0 2026-08-16 14:10:25
 1  0 420608 1658068  32296 1982408    0    0 21062    48 1682  493 43  6 49  2  0 2026-08-16 14:10:35
 1  0 420608 1432496  32300 2203524    0    0 22118     2 1751  580 43  6 49  2  0 2026-08-16 14:10:45
 1  0 420608 1205224  32304 2432208   20    0 22890     2 1728  598 43  6 49  2  0 2026-08-16 14:10:55
 1  0 420608 986888  32320 2659088    1    0 22682    46 1769  646 44  6 49  2  0 2026-08-16 14:11:05
 2  0 420608 763640  32320 2879220    0    0 22015     7 1718  519 44  5 49  1  0 2026-08-16 14:11:15
 2  0 420608 547424  32320 3096632    0    0 21749     2 1704  507 44  5 49  1  0 2026-08-16 14:11:25
 1  0 420608 316088  32324 3323344    0    0 22672     2 1731  559 44  6 49  1  0 2026-08-16 14:11:35
 1  0 420608 137924  32328 3506580    0    0 18321     2 1331  430 39  4 56  1  0 2026-08-16 14:11:45
 2  0 439808 148184  31336 3529248    0 2750 11974  2752 1655  437 30  5 61  5  0 2026-08-16 14:11:55
 1  0 474112 127064  30424 3584152    4 4004 11470  4006 1939  341 30  4 61  4  0 2026-08-16 14:12:05
 1  0 474112 120032  30032 3588560   18    0 11350     4  888  311 30  4 65  1  0 2026-08-16 14:12:15
 1  0 473856 116612  29012 3592292   12    0 11206     2  879  326 29  5 65  1  0 2026-08-16 14:12:25
 1  0 473856 163740  27464 3556728   38    3 12084    17  873  314 30  3 65  1  0 2026-08-16 14:12:35
 1  0 473600 138824  26456 3573220   33    0 12455     4  898  312 32  2 65  1  0 2026-08-16 14:12:45
 1  0 473600 121904  25436 3593884   24    0 12870     2  922  357 31  2 65  2  0 2026-08-16 14:12:55
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  1 473600 152168  23904 3565140   27    0 13270     2  896  333 32  2 64  1  0 2026-08-16 14:13:05
 1  0 473344 126192  22892 3594792   29    0 13780     2  893  348 31  2 65  1  0 2026-08-16 14:13:15
 1  0 473344 140748  21360 3576684   26    0 14340     2  945  397 32  2 65  1  0 2026-08-16 14:13:25
 1  0 473344 104460  20352 3610140   23    0 14165    24  904  363 32  2 65  1  0 2026-08-16 14:13:35
 1  1 473344 133076  19584 3589052   22    0 14032     2  897  330 31  2 65  1  0 2026-08-16 14:13:45
 1  0 473088 104680  19076 3617460   37    0 13678     2  928  344 32  2 65  1  0 2026-08-16 14:13:55
 1  0 473088 133664  18312 3593968   10    0 13840     2  939  348 31  2 65  2  0 2026-08-16 14:14:05
 1  0 473088 157504  17548 3571104   28    0 13930     2  908  351 31  3 65  1  0 2026-08-16 14:14:15
 1  0 472832 122308  17044 3602916   24    0 14036     2  890  342 31  2 65  1  0 2026-08-16 14:14:25
 1  0 472832 108188  16536 3624696   29    0 13011     2  881  339 31  2 65  1  0 2026-08-16 14:14:35
 1  0 472832 123540  15776 3603904   15    0 14110     2  900  358 32  2 65  1  0 2026-08-16 14:14:45
 1  0 472576 151540  15012 3581428   31    0 13964     2  904  356 31  2 65  1  0 2026-08-16 14:14:55
 1  0 472576 119724  14504 3610868   27    0 13798     2  920  328 31  2 65  1  0 2026-08-16 14:15:05
 1  0 472576 133732  13740 3591164   16    0 14292     2  918  314 31  2 65  1  0 2026-08-16 14:15:15
 1  0 472320 151244  12976 3575108   30    0 14644     2  924  378 32  2 65  1  0 2026-08-16 14:15:25
 1  0 472320 112436  12468 3611900   26    0 14524     2  918  386 32  2 65  1  0 2026-08-16 14:15:35
 1  0 472064 133356  11748 3586444   32    0 13680     5  903  325 32  2 64  1  0 2026-08-16 14:15:45
 1  0 472064 110552  11244 3618608   26    0 14058     6  929  381 32  2 65  1  0 2026-08-16 14:15:55
 1  0 472064 143692  10484 3592496   28    0 13638     2  912  350 32  2 65  1  0 2026-08-16 14:16:05
 1  0 472064 105876   9980 3624224   19    0 13999    15  930  350 31  2 64  2  0 2026-08-16 14:16:15
 2  0 472064 130840   9220 3601900   22    0 14026     2  912  311 32  2 65  1  0 2026-08-16 14:16:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 472064 156112   8460 3580884   44    0 14156     3  921  354 31  2 65  1  0 2026-08-16 14:16:35
 1  0 472064 121284   7956 3614168   15    0 14149     2  900  354 31  2 65  1  0 2026-08-16 14:16:45
 1  0 471808 141744   7252 3592632   40    0 14134     2  896  339 32  2 65  1  0 2026-08-16 14:16:55
 0  1 471808 152796   6596 3575356   30    0 14535     2  908  369 32  2 65  1  0 2026-08-16 14:17:05
 1  0 471808 117792   6604 3609732   17    0 14297    20  893  335 32  2 65  1  0 2026-08-16 14:17:15
 1  0 471552 138392   6612 3591036   26    0 14415     2  891  335 31  2 65  1  0 2026-08-16 14:17:25
 1  0 471552 156028   6620 3572332   34    0 14397     2  884  333 32  2 65  1  0 2026-08-16 14:17:35
 1  0 471552 124092   6628 3607400   23    0 14339     2  884  326 31  2 65  2  0 2026-08-16 14:17:45
 1  0 471552 139424   6636 3587704   20    0 14331     2  894  354 32  2 65  1  0 2026-08-16 14:17:55
 1  0 471552 103148   6644 3621588    6    0 14203    16  894  360 32  2 65  1  0 2026-08-16 14:18:05
 1  0 471040 134920   6660 3599528   26    0 14059     8  874  311 32  2 65  1  0 2026-08-16 14:18:15
 3  0 471040 114324   6672 3620832   36    0 14195     3  875  316 32  2 65  1  0 2026-08-16 14:18:25
 1  0 471040 115936   6680 3615212   24    0 14496    14  900  349 31  2 65  1  0 2026-08-16 14:18:35
 1  0 471040 142884   6688 3594172   27    0 14150     2  882  309 31  2 65  1  0 2026-08-16 14:18:45
 1  0 471040 157148   6696 3569640  140    0 13876     2  988  385 31  2 64  2  0 2026-08-16 14:18:55
 1  0 470784 128868   6704 3597436   27    0 13610     2  922  320 32  2 64  1  0 2026-08-16 14:19:05
 1  0 470784 157744   6712 3567572    4    0 13225     2  922  337 32  2 65  1  0 2026-08-16 14:19:15
 1  0 470784 145260   6720 3584852    6    0 12534     2  902  336 32  2 65  1  0 2026-08-16 14:19:25
 1  0 470528 137968   6728 3595980    6    0 11928     2  839  286 32  2 65  1  0 2026-08-16 14:19:35
 1  0 470528 148728   6736 3583864    0    0  9599     2  828  290 31  2 65  2  0 2026-08-16 14:19:45
 1  0 470528 143436   6744 3589888   12    0   614     2  744  275 33  1 66  0  0 2026-08-16 14:19:55
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 470528 137892   6752 3595676    0    0   579     2  730  262 33  1 66  0  0 2026-08-16 14:20:05
 1  0 470528 1027192   6760 2665172    8    0  3333     2 1271  662 40 23 36  1  0 2026-08-16 14:20:15
 1  0 470528 921840   6768 2778016    8    0 11302     2  841  294 30  4 65  1  0 2026-08-16 14:20:25
 1  0 470528 909492   6784 2792700   17    0  1486    18  775  310 32  1 66  1  0 2026-08-16 14:20:35
 1  0 470272 901680   6800 2800808    5    0   806     4  748  295 32  1 66  1  0 2026-08-16 14:20:45
 1  0 470272 895380   6808 2807112    2    0   632     2  752  318 32  1 66  0  0 2026-08-16 14:20:55
 1  0 470272 889840   6816 2816268    3    0   912     2  778  356 33  1 65  1  0 2026-08-16 14:21:05
 1  0 470272 888076   6832 2819116   19    0   304    42  741  290 33  1 66  0  0 2026-08-16 14:21:15
 1  0 470272 887068   6840 2822856    9    0   383     4  755  310 33  1 66  0  0 2026-08-16 14:21:25
 1  0 470272 884044   6848 2825984    5    0   324     2  731  275 33  1 66  0  0 2026-08-16 14:21:35
 1  0 470016 874720   6856 2834680   10    0   874     3  725  261 32  1 66  0  0 2026-08-16 14:21:45
 1  0 470016 871220   6864 2838272    8    0   367     3  741  292 33  1 66  0  0 2026-08-16 14:21:55
 1  0 470016 866936   6872 2841984    2    0   375     2  751  304 33  1 65  0  0 2026-08-16 14:22:05
 1  0 470016 864416   6880 2845172    0    0   317     2  739  291 33  1 66  0  0 2026-08-16 14:22:15
 2  0 470016 859376   6888 2848948    3    0   383     2  726  262 32  1 66  0  0 2026-08-16 14:22:25
 1  0 470016 802424   6896 2902512    4    0  5362     2  832  354 31  2 66  1  0 2026-08-16 14:22:35
 1  0 470016 730196   6904 2975344    2    0  7283     2  828  287 31  2 65  1  0 2026-08-16 14:22:45
 1  0 470016 655352   6912 3050792    4    0  7554     4  818  314 31  3 66  1  0 2026-08-16 14:22:55
 1  0 470016 566396   6920 3150436    0    0  9961     2  868  334 31  3 65  1  0 2026-08-16 14:23:05
 1  0 470016 469124   6928 3250904    0    0 10051    14  850  306 30  3 66  1  0 2026-08-16 14:23:15
 1  0 470016 382688   6936 3333556    0    0  8260     4  815  292 30  3 66  1  0 2026-08-16 14:23:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 470016 290204   6944 3430252    2    0  9672     2  847  315 30  3 66  1  0 2026-08-16 14:23:35
 1  0 470016 184112   6952 3537520    0    0 10725     2  854  294 31  2 65  1  0 2026-08-16 14:23:45
 1  0 470016 136644   6960 3585908    0    0  9994     2  864  339 32  2 65  1  0 2026-08-16 14:23:55
 1  0 470016 145884   6968 3588572    0    0 10610     2  877  341 32  2 65  1  0 2026-08-16 14:24:05
 3  0 470016 131904   6976 3597216    0    0 11416     2  908  364 32  2 65  1  0 2026-08-16 14:24:15
 1  0 470016 132108   6984 3601056    0    0 11246     2  867  315 32  2 65  1  0 2026-08-16 14:24:25
 1  0 470016 136908   6992 3591012    0    0  9782     2  851  311 32  2 65  1  0 2026-08-16 14:24:35
 1  0 470016 134392   7000 3596840    6    0 11391     2  888  319 31  2 65  2  0 2026-08-16 14:24:45
 1  0 470016 130940   7008 3604088    0    0 11532     2  917  373 32  2 65  1  0 2026-08-16 14:24:55
 1  0 470016 112492   7016 3619248    0    0 12328     2  895  329 32  2 65  1  0 2026-08-16 14:25:05
 1  0 470016 139716   7024 3579872    0    0 12324     2  912  365 32  2 64  2  0 2026-08-16 14:25:15
 1  0 470016 130996   7032 3594152    0    0 12203     4  914  346 32  2 65  1  0 2026-08-16 14:25:25
 1  0 470016 104844   7040 3620152    0    0 13221     2  896  345 32  2 65  1  0 2026-08-16 14:25:35
 1  0 470016 146172   7048 3583940    0    0 12354    14  861  307 32  2 65  1  0 2026-08-16 14:25:45
 1  0 470016 119076   7056 3610164    0    0 13222     4  905  363 32  2 65  1  0 2026-08-16 14:25:55
 1  0 470016 146608   7064 3586268    0    0 13511     2  913  373 32  2 65  1  0 2026-08-16 14:26:05
 1  0 470016 126448   7072 3605516    0    0 12517     2  914  358 32  2 65  2  0 2026-08-16 14:26:15
 1  0 470016 109060   7080 3623528    0    0 12452     2  876  297 32  2 65  1  0 2026-08-16 14:26:25
 2  0 470016 144632   7088 3587676    0    0 12370     2  894  337 31  2 65  1  0 2026-08-16 14:26:35
 1  0 470016 121544   7096 3605708    2    0 12404     2  884  332 31  2 65  1  0 2026-08-16 14:26:45
 1  0 470016 153712   7104 3576648    0    0 13065     2  927  350 32  2 64  1  0 2026-08-16 14:26:55
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 470016 130460   7112 3598284    0    0 12786     2  907  335 32  2 65  1  0 2026-08-16 14:27:05
 1  0 470016 105564   7120 3623716    0    0 13167     2  890  332 31  2 65  1  0 2026-08-16 14:27:15
 1  0 470016 136496   7128 3593572    0    0 12960     2  890  334 32  2 65  1  0 2026-08-16 14:27:25
 1  0 470016 105932   7136 3618776    0    0 13125     2  888  315 32  2 65  1  0 2026-08-16 14:27:35
 0  1 470016 135296   7144 3596452    0    0 13690     3  894  354 31  2 65  2  0 2026-08-16 14:27:45
 1  0 470016 105308   7152 3623856    0    0 13387     3  889  339 31  2 65  2  0 2026-08-16 14:27:55
 1  0 470016 135728   7160 3597020    0    0 13263     2  910  355 32  2 64  1  0 2026-08-16 14:28:05
 1  0 470016 157072   7168 3573992    0    0 13651     2  893  317 32  2 64  2  0 2026-08-16 14:28:15
 1  0 470016 130080   7176 3601040    0    0 13346     2  878  319 31  2 65  1  0 2026-08-16 14:28:25
 1  0 470016 155616   7192 3574108    3    0 13248     5  889  356 32  2 65  1  0 2026-08-16 14:28:35
 1  0 470016 128272   7200 3603040    0    0 13547     2  870  327 31  2 65  1  0 2026-08-16 14:28:45
 1  0 470016 148460   7208 3576828    0    0 13327     2  873  320 32  2 65  1  0 2026-08-16 14:28:55
 1  0 470016 125308   7216 3605908    2    0 13538    17  915  337 32  2 65  1  0 2026-08-16 14:29:05
 1  0 470016 144124   7224 3585344    0    0 13894     2  895  333 31  2 65  1  0 2026-08-16 14:29:15
 1  0 470016 113896   7232 3611380    0    0 13222     2  887  300 31  2 65  1  0 2026-08-16 14:29:25
 1  0 470016 143492   7240 3582880    0    0 13049     2  943  355 31  2 64  2  0 2026-08-16 14:29:35
 1  0 470016 123224   7248 3604496    0    0 12793     2  874  304 31  2 65  1  0 2026-08-16 14:29:45
 1  0 470016 106220   7256 3623372    0    0 12511     2  915  335 32  2 65  1  0 2026-08-16 14:29:55
 1  0 470016 139344   7264 3584332    0    0 12016     2  889  331 32  2 65  1  0 2026-08-16 14:30:05
 1  0 470016 128508   7272 3600216    0    0 12109     2  908  324 32  2 65  1  0 2026-08-16 14:30:15
 1  0 470016 1036104   7280 2648608    0    0  5931     2 1231  655 37 19 43  1  0 2026-08-16 14:30:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 470016 919176   7288 2764468    2    0 11590     2  836  288 30  4 66  1  0 2026-08-16 14:30:35
 1  0 469760 800988   7296 2883696    6    0 11926     2  831  286 30  4 66  1  0 2026-08-16 14:30:45
 1  0 469760 683304   7304 2995732    5    0 11207     2  855  321 29  4 65  2  0 2026-08-16 14:30:55
 1  0 469760 582956   7312 3116376    0    0 12070     2  853  301 30  3 65  1  0 2026-08-16 14:31:05
 1  0 469760 472356   7320 3226968    0    0 11061    16  843  304 30  3 65  1  0 2026-08-16 14:31:15
 1  0 469760 370044   7328 3339520    4    0 11260     4  878  336 30  4 65  1  0 2026-08-16 14:31:25
 1  0 469760 271512   7336 3450928    0    0 11132     2  883  332 29  4 65  2  0 2026-08-16 14:31:35
 1  0 469760 149292   7344 3567176    2    0 11636     2  888  330 30  3 66  1  0 2026-08-16 14:31:45
 1  0 469760 111104   7352 3606800    0    0 10854    40  883  341 31  2 65  1  0 2026-08-16 14:31:55
 1  0 469760 105560   7360 3611532   10    0   483     4  766  330 32  1 66  0  0 2026-08-16 14:32:05
 1  0 469760 108504   7368 3608876    0    0   535     4  754  294 33  1 66  0  0 2026-08-16 14:32:15
 1  0 469760 117452   7376 3598324    0    0  1070     2  748  270 32  1 66  0  0 2026-08-16 14:32:25
 1  0 469760 114428   7384 3602164    0    0   381     2  732  275 33  1 66  0  0 2026-08-16 14:32:35
 1  0 469760 110144   7392 3605840    4    0   377     3  724  262 32  1 66  0  0 2026-08-16 14:32:45
 1  0 469760 106896   7400 3609160    0    0   330     6  762  332 32  1 66  0  0 2026-08-16 14:32:55
 1  0 469760 157680   7408 3559716    0    0   355     6  739  284 32  1 66  0  0 2026-08-16 14:33:05
 1  0 469760 152640   7416 3563280    0    0   350    14  745  304 33  1 66  0  0 2026-08-16 14:33:15
 1  0 469760 107952   7424 3603696    0    0  8394     4  841  312 32  2 65  1  0 2026-08-16 14:33:25
 1  0 469760 159864   7432 3558220    0    0  5442     3  791  282 32  1 66  1  0 2026-08-16 14:33:35
 1  0 469760 155404   7440 3556960    2    0 10367     2  868  320 32  2 65  2  0 2026-08-16 14:33:45
 1  0 469760 115840   7448 3595540    0    0  3857     2  778  303 32  1 66  0  0 2026-08-16 14:33:55
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 469760 115840   7456 3597576    0    0   203     3  733  275 33  1 66  0  0 2026-08-16 14:34:05
 1  0 469760 113320   7464 3601544    0    0   397     3  738  284 33  1 66  0  0 2026-08-16 14:34:15
 1  0 469760 110044   7472 3604824    0    0   328     2  720  253 32  2 66  0  0 2026-08-16 14:34:25
 2  0 469760 145672   7480 3569936    0    0  1760     2  751  290 32  1 66  1  0 2026-08-16 14:34:35
 1  0 469760 148320   7488 3568136    0    0 10170     2  854  338 32  2 65  1  0 2026-08-16 14:34:45
 1  0 469760 141868   7496 3573244    0    0 11084     2  891  385 32  2 65  1  0 2026-08-16 14:34:55
 1  0 469760 141004   7504 3574996    0    0 10772     2  882  333 32  2 66  1  0 2026-08-16 14:35:05
 1  0 469760 148816   7512 3567728    0    0  9872     2  873  318 32  1 65  1  0 2026-08-16 14:35:15
 1  0 469760 145804   7520 3571452    1    0 10946     2  893  329 32  2 65  1  0 2026-08-16 14:35:25
 1  0 469760 138464   7528 3578548    0    0 11274     2  921  369 32  2 64  2  0 2026-08-16 14:35:35
 1  0 469760 117848   7536 3593688    0    0 12116     2  882  319 32  2 65  1  0 2026-08-16 14:35:45
 1  0 469760 107768   7544 3609404    0    0 12172     2  880  352 32  2 65  1  0 2026-08-16 14:35:55
 1  0 469760 143512   7552 3573604    0    0 12320     2  891  369 32  2 65  1  0 2026-08-16 14:36:05
 1  0 469760 123604   7560 3595092    0    0 12722     2  882  337 31  2 65  1  0 2026-08-16 14:36:15
 1  0 469760 152176   7568 3560568    0    0 12410     2  902  321 32  2 65  1  0 2026-08-16 14:36:25
 1  0 469760 133260   7576 3584916    0    0 13042     2  915  336 32  2 65  1  0 2026-08-16 14:36:35
 1  0 469760 107556   7584 3609480    0    0 13052     2  928  372 31  2 64  2  0 2026-08-16 14:36:45
 1  0 469760 137496   7592 3576380    0    0 12590     2  896  367 32  2 65  1  0 2026-08-16 14:36:55
 1  0 469760 114336   7608 3599272    0    0 12862     4  903  344 32  2 65  2  0 2026-08-16 14:37:05
 1  0 469760 149616   7616 3568276    0    0 12797     2  887  344 32  2 65  1  0 2026-08-16 14:37:15
 1  0 469760 122280   7624 3587916    2    0 12532     2  904  341 32  2 65  1  0 2026-08-16 14:37:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0 469760 108672   7632 3606016    0    0 13096    14  931  351 32  2 65  2  0 2026-08-16 14:37:35
 1  0 469760 134072   7640 3583996    0    0 12985     2  892  323 32  2 65  1  0 2026-08-16 14:37:45
 1  0 469760 106576   7648 3611132    0    0 13316     2  890  345 32  2 65  1  0 2026-08-16 14:37:55
 1  0 469760 135636   7656 3583064    0    0 13091     2  886  341 32  2 65  1  0 2026-08-16 14:38:05
 1  0 469760 109088   7664 3608612    0    0 13151    16  893  341 32  2 65  1  0 2026-08-16 14:38:15
 1  0 469760 131156   7672 3585364    0    0 13570     4  900  360 31  2 65  1  0 2026-08-16 14:38:25
 1  0 469760 152324   7680 3561972    0    0 13569     2  919  345 32  2 65  1  0 2026-08-16 14:38:35
 1  0 469760 132316   7688 3581208    0    0 12510     2  906  322 32  2 65  1  0 2026-08-16 14:38:45
 1  0 469760 156620   7696 3560020    0    0 13776     2  903  342 32  2 65  1  0 2026-08-16 14:38:55
 1  0 469760 130440   7704 3587784    0    0 13382     2  876  325 31  2 65  1  0 2026-08-16 14:39:05
 1  0 469760 152556   7712 3565652    0    0 13686     2  927  359 32  2 65  1  0 2026-08-16 14:39:15
 1  0 469760 123816   7720 3595492    0    0 13575     2  896  329 32  2 65  1  0 2026-08-16 14:39:25
 1  0 469760 141204   7728 3570376    0    0 13388     2  865  303 32  2 65  1  0 2026-08-16 14:39:35
 1  0 469760 112644   7736 3601164    0    0 13675     2  872  324 32  2 65  1  0 2026-08-16 14:39:45
 1  0 469760 136960   7744 3581196    0    0 13904     2  888  336 31  2 65  2  0 2026-08-16 14:39:55
 1  0 469760 109188   7752 3609304    0    0 13410     4  887  331 32  2 65  1  0 2026-08-16 14:40:05
 1  0 469760 126532   7760 3587232    2    0 18960     4 2151 1449 20  4 58 18  0 2026-08-16 14:40:15
 0  1 469760 128412   7768 3583132    0    0 62841     2 3943 2935  9 10 49 31  0 2026-08-16 14:40:25
 1  0 470528 299540   2936 3419380    0   91 110810    93 3626 2101 13 32 39 15  0 2026-08-16 14:40:35
 0  1 468224 152368   2868 3557256  367    0 30579     2 1479  775 27  6 62  5  0 2026-08-16 14:40:45
 0  1 468224 137480   2872 3578708    2    0  7623     2 1247  815 29  4 63  4  0 2026-08-16 14:40:55
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0 468224 141452   2880 3571848    0    0 14389     2 1336  891 30  4 63  4  0 2026-08-16 14:41:05
 1  0 468224 129552   2884 3585684    0    0 29724     2 1415  850 29  4 63  4  0 2026-08-16 14:41:15
 1  0 468224 105900   2852 3610924    5    0 35175     2 1361  759 28  4 63  4  0 2026-08-16 14:41:25
 1  0 468224 130836   2836 3588988    0    0 25190    13 1273  727 29  4 63  3  0 2026-08-16 14:41:35
 1  0 468224 140776   2836 3577820    0    0  4312     2 1009  690 31  2 65  2  0 2026-08-16 14:41:45
 2  0 468224 153324   2840 3565036    0    0  4197     2  976  700 32  2 65  1  0 2026-08-16 14:41:55
 1  0 468224 107068   2856 3611120    9    0  9994    42 1099  785 32  3 64  2  0 2026-08-16 14:42:05
 0  1 468224 124768   2872 3593256    0    0  9173     5 1049  700 31  3 64  2  0 2026-08-16 14:42:15
 1  0 468224 134356   2880 3584080    0    0  4457     2 1045  752 32  2 64  2  0 2026-08-16 14:42:25
 1  0 468224 120240   2888 3597776    0    0  6748     4 1054  724 32  2 64  2  0 2026-08-16 14:42:35
 1  0 468224 129420   2896 3588552    1    0  4554     4  994  680 32  2 64  2  0 2026-08-16 14:42:45
 1  0 468224 139476   2904 3579464    0    0  4569     2 1064  759 32  3 64  2  0 2026-08-16 14:42:55
 1  0 468224 133152   2912 3584600    0    0  5995     2 1110  799 32  2 64  2  0 2026-08-16 14:43:05
 3  0 468224 146136   2916 3571312    0    0  9634     2 1087  743 31  3 65  2  0 2026-08-16 14:43:15
 1  0 468224 142824   2924 3573956    0    0  5734     2 1017  700 32  2 64  2  0 2026-08-16 14:43:25
 1  0 468224 151980   2932 3567068    1    0  4792     2 1012  739 32  2 64  1  0 2026-08-16 14:43:35
 1  0 468224 139792   2940 3578724    0    0 12122     2 1096  771 31  3 64  2  0 2026-08-16 14:43:45
 1  0 468224 140048   2948 3580260    0    0 11108     2 1107  751 31  3 65  2  0 2026-08-16 14:43:55
 1  0 468224 130500   2952 3588976    0    0 11835     2 1102  710 32  3 63  2  0 2026-08-16 14:44:05
 1  0 468224 130752   2960 3588644    0    0 10739     2 1106  781 31  3 64  2  0 2026-08-16 14:44:15
 1  0 468224 136828   2968 3582700    0    0 10085     2 1058  707 31  2 65  2  0 2026-08-16 14:44:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  1 468224 115980   2972 3603120    0    0 12743     2 1132  791 31  3 64  2  0 2026-08-16 14:44:35
 1  0 468224 106148   2980 3613472    0    0 11606     1 1096  707 32  3 63  2  0 2026-08-16 14:44:45
 1  0 468224 138532   2988 3581316    0    0 12448     1 1058  685 31  3 64  2  0 2026-08-16 14:44:55
 1  0 468224 124444   2996 3594188    0    0 11860     1 1065  698 31  3 64  2  0 2026-08-16 14:45:05
 1  0 468224 152532   3004 3565636    0    0 13020     2 1103  734 31  3 64  2  0 2026-08-16 14:45:15
 1  0 468224 133896   3012 3584676    0    0 12652     1 1092  711 32  2 64  2  0 2026-08-16 14:45:25
 1  0 468224 137760   3020 3580312    0    0  4966     1 1031  739 32  2 65  1  0 2026-08-16 14:45:35
 1  0 468224 144756   3028 3572644    0    0  4688     1 1031  714 32  2 65  1  0 2026-08-16 14:45:45
 0  1 468224 128664   3036 3588576    4    0 12479     2 2154 1551 22  4 58 16  0 2026-08-16 14:45:55
 1  0 468224 127544   3024 3587460    0    0 102979     2 4302 2696 12 11 49 28  0 2026-08-16 14:46:05
 1  0 466944 152428   3032 3565644  262    0 14253     1 1335  801 32  4 61  3  0 2026-08-16 14:46:15
 0  1 466944 121424   3040 3592600    0    0  8123    18 1284  865 29  3 63  4  0 2026-08-16 14:46:25
 2  0 466944 113360   3048 3604156    0    0 17237     3 1265  826 30  4 63  4  0 2026-08-16 14:46:35
 0  1 466944 147380   3052 3569204    0    0 26067     3 1323  766 29  4 63  4  0 2026-08-16 14:46:45
 1  0 466688 107280   3060 3600968   10    0 32839     2 1412  751 29  4 62  4  0 2026-08-16 14:46:55
 1  0 466688 129756   3064 3588152    0    0 20518     3 1293  752 29  4 64  3  0 2026-08-16 14:47:05
 1  0 466944 140524   3072 3576492    0   24  4292    26 1002  711 32  2 65  1  0 2026-08-16 14:47:15
 1  0 466944 154984   3080 3563852    0    1  4184     3  966  690 32  2 65  1  0 2026-08-16 14:47:25
 1  0 466944 121164   3088 3597272    0    0  8796     2 1064  707 32  3 64  1  0 2026-08-16 14:47:35
 1  0 466944 146532   3096 3570752    0    0  8251     2 1082  703 31  2 64  2  0 2026-08-16 14:47:45
 1  0 466944 157872   3104 3560492    0    0  4428     2 1049  741 31  2 64  3  0 2026-08-16 14:47:55
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 466944 148892   3112 3568988    0    0  6303     2 1067  738 31  2 65  2  0 2026-08-16 14:48:05
 1  0 466944 105044   3120 3612976    0    0  4399     2 1023  709 32  2 64  2  0 2026-08-16 14:48:15
 1  0 466944 116800   3128 3600928    0    0  4246     2 1033  734 32  2 64  2  0 2026-08-16 14:48:25
 1  0 466944 115260   3136 3600984    0    0  5458     2 1099  778 32  2 63  3  0 2026-08-16 14:48:35
 1  0 466944 136468   3152 3577276    0    0  8537     3 1121  745 32  3 64  2  0 2026-08-16 14:48:45
 1  0 466944 138952   3160 3578972    0    0  5620     4 1034  698 32  2 64  2  0 2026-08-16 14:48:55
 2  0 466944 145416   3168 3572412    0    0  4798     2 1063  750 32  2 64  1  0 2026-08-16 14:49:05
 1  0 466944 149552   3176 3567520    0    0 10420    11 1164  772 31  3 64  2  0 2026-08-16 14:49:15
